"Clean Plaintiff","Plaintiff Type","2010","2011","2012","2013","2014"
"AJC Properties, LLC; ","Misc","0","1","1","0","0"
"Pedcor Homes Cororation as managing agent for the owner of Franklin Cove Apartments; ","Misc","0","0","0","0","1"
"M.E. Properties;","Misc","0","0","1","0","0"
"GTO Properties; ","Misc","4","0","0","0","1"
"Forex Properties LLC;","Misc","0","0","0","0","1"
"Landmark Propertiesinc; ","Misc","1","0","0","0","0"
"Sentry Management Services, Inc. d/b/a Willow Creek Crossing Apartments;","Misc","0","0","0","0","1"
"City of Charlestown Housing Authority;","Government","1","0","0","0","0"
"Best Management LLC for the owner of Cedar Ridge Apartments; ","Misc","0","0","1","0","0"
"Rent-A-Center","Misc","915","813","757","970","815"
"FLAHERTY &amp; COLLINS PROPERTIES AS MANAGING AGENT FOR SETTLERS FUN APARTMENTS;","Misc","0","0","2","0","0"
"GREENFIELD CROSSING APARTMENTS; ","Misc","26","11","1","18","6"
"Empirian Property Management, Inc. As Managing Agent For The Owner Of Willowood; ","Misc","10","0","0","0","0"
"Monte Fetter Dba Fetter Propertites Mgmt;","Misc","0","0","0","9","0"
"CD Property Management; Harvey;","Misc","0","0","0","1","0"
"Pinebrook Apartments Llc                          ;","Misc","0","0","0","3","8"
"B &amp; B Properties;","Misc","2","2","6","7","15"
"Estates at Crystal Bay Apartments; Estates At Crystal Bay; ","Misc","0","1","0","0","0"
"B &amp; D Rental Properties, Llc;","Misc","0","0","0","0","1"
"Sherman Financial Group LLC","Debt Buyer","3590","2441","6482","5620","3939"
"LARA PROPERTIES CORPORATION;","Misc","0","0","1","0","1"
"Petra Properties Llc; ","Misc","2","0","0","0","0"
"Equity Property Management.; ","Misc","0","0","0","22","0"
"KEYWEST ,LLC dba /  ACE; Mariners Village Apartments; ","Misc","0","0","1","0","0"
"Carrington  Commons; ","Misc","1","0","1","2","1"
"Ladig Properties Llc;","Misc","1","0","2","1","3"
"Park Properties DBA Alexandria MHP;","Misc","0","0","0","0","1"
"M M PROPERTY RENTALS,LLC;","Misc","1","0","0","0","0"
"Eden Properties; ","Misc","0","0","0","1","0"
"Barron Property Services, LLC as managing agent for Red Goose Properties, LLC; Cheswick Village Apartments of Indianapolis, LLC; ","Misc","0","0","0","3","0"
"Professional Property Management                          ;","Misc","0","1","0","0","2"
"Union County/College Corner Joint School District;","Government","0","1","14","0","0"
"Mark 4 Properties, LLC; ","Misc","0","0","0","1","0"
"Kendra Smith By Dpm Property Management; ","Misc","0","0","1","0","0"
"The Crest On East 10th Street Apartments By J.C. Hart Company, Inc.;","Misc","0","0","0","1","0"
"The Village At Timber Park Sect 5 Homeowners Assoc;","Misc","1","1","1","0","0"
"Jerry Junction Apartments;","Misc","8","38","21","17","9"
"Brockton Communities Apartments; Lakeside Pointe At Nora Apartments; ","Misc","0","1","0","0","0"
"AUSTIN LAKES PROPERTY OWNERS ASS'N, INC.;","Misc","0","0","1","10","0"
"River Holdings, LLC, aka Riverwood Apartments; The Retreat Northwest; ","Misc","0","0","0","0","5"
"Keystone Property Mgmt; ","Misc","2","1","0","0","0"
"Bluestone Apartments; ","Misc","3","4","8","22","2"
"Drake Properties, Llc;","Misc","1","0","0","0","0"
"Clary Crossing Apartments By                          ;","Misc","0","0","1","0","0"
"B &amp; K PROPERTIES, INC.;","Misc","0","0","1","5","1"
"Autumn Court Apartments;","Misc","0","2","1","0","3"
"Addison Place Apartments;","Misc","0","0","1","1","0"
"BTL Property Development;","Misc","0","1","0","0","0"
"GLEN HAVEN VILLAGE HOMEOWNERS ASSOCIATION, INC;","Misc","0","0","0","0","3"
"Barron Property Services LLC; ","Misc","7","4","3","2","7"
"Scott  Verkamp Real Estate; ","Misc","0","1","1","0","0"
"Goodwin Plaza Apartments; ","Misc","1","2","0","2","2"
"AMG  Property Mgt LLC; ","Misc","0","0","0","0","1"
"City of North Vernon Municipal Utilities;","Utility","0","0","0","3","1"
"Home Real Estate Invest. Llc;","Misc","0","1","0","0","0"
"CONCORD COMMONS LLC; ","Misc","0","0","0","0","1"
"Axiom Property Management As Managing Agent For The Owner Of Axiom Property Mana; ","Misc","1","0","0","0","0"
"Callahan Properties;","Misc","0","1","0","0","0"
"Emergency Medical Group/Riverview; IMC Credit Service LLC assignee of Riverview Hospital; Medical Associates LLP;","Medical","0","1","0","0","0"
"Tuscany Village Community Assoc                          ;","Misc","1","0","0","0","0"
"VTT Properties, Inc.;","Misc","0","0","0","2","6"
"Haverland  Properties LLC; Haverland Properties LLC By Collection Assignee Cardinal Accounts Inc; ","Misc","0","0","1","0","0"
"FLAHERTY &amp; COLLINS PROPERTIES AS MANAGING AGENT FOR SETTLERS RUN APT;","Misc","0","0","0","2","0"
"Windsor Apartments II;","Misc","0","0","1","0","0"
"Danville Center Township;","Government","2","0","0","0","0"
"Devonshire Gardens Apartments;","Misc","2","1","0","0","0"
"BOP PROPERTIES LLC;","Misc","0","0","0","1","0"
"Maxie; Villages At Mill Crossing Apartments; ","Misc","0","0","1","0","0"
"Mt Helix Property Management; ","Misc","0","0","0","8","79"
"MOUNDFORD TERRACE APARTMENTS; ","Misc","0","0","0","1","0"
"Axiom Property Management by collect. Cardinal Accts; ","Misc","0","2","2","0","0"
"Towne Properties Asset Mgmt Company mngn Lawrence Landings Apts; ","Misc","0","0","0","0","42"
"Fisherman's Village Apartments; Walden Apts; ","Misc","0","1","0","0","0"
"Town Of Cynthiana;","Government","1","0","0","0","0"
"DEBROY PROPERTIES;","Misc","2","2","0","3","2"
"H&amp;M PROPERTY GROUPLLC;","Misc","0","0","0","1","0"
"DOMINION PROPERTIES; ","Misc","0","0","1","0","0"
"Craven; Langdon; Pinnacle Properties Devel Group;","Misc","1","0","0","0","0"
"MAQUEE PROPERTY MGT.;","Misc","0","0","0","1","0"
"Pad Properties Inc                          ;","Misc","0","0","0","0","1"
"COLD SPRINGS MANOR APTS; ","Misc","62","36","19","0","0"
"Meadow Brook Village Homeowner Assn Inc;","Misc","0","1","0","0","1"
"Brattain; Lifetime Properties Inc; ","Misc","0","0","1","0","0"
"Varsity Properties, Inc;","Misc","0","1","0","0","0"
"ROMELL INVESTMENT PROPERTIES;","Misc","0","1","0","4","0"
"Thiemann  Real Estate Mg Agent for Owner of Keeneland Crest Apts; ","Misc","0","0","12","32","26"
"Real Property Mgmt Central Indiana; ","Misc","0","0","0","0","1"
"SOSUTH BEND COMMUNITY SCHOOL;","Government","0","1","0","0","0"
"Jack Martin Properties Llc;","Misc","0","1","0","1","1"
"Ashton Pointe Apartments; Idlewood Apartments LLC; ","Misc","0","6","0","0","0"
"South Whitley Municipal Utilit;","Utility","0","0","1","0","0"
"Millers Merry Manor;","Misc","0","0","1","0","0"
"Dogwood Glen Apartments; ","Misc","10","9","4","11","12"
"Woodbridge Place Apartments;","Misc","0","1","0","0","1"
"COMPREHENSIVEIMAGING;","Medical","1","0","0","0","0"
"Marcy Village Apartments; West; ","Misc","1","0","0","0","0"
"Indy Diamond LLC Mgt Agent for owner of Oaktree Apartments; ","Misc","0","0","6","0","0"
"GATEWAY CROSSING PROPERTY OWNERS ASSOCIATION, INC;","Misc","0","0","0","0","1"
"Southern Indiana Anesthesia Consultants; ","Medical","0","1","0","1","0"
"Candlelite Apartments Llc;","Misc","33","31","46","22","23"
"Cambridge Square Apartments;","Misc","21","26","37","30","40"
"Indy Apartments LLC as managing agent for the owner of Arborstone Apartments; ","Misc","0","0","0","0","7"
"NN PROPERTY MANAGEMENT LLC;","Misc","0","1","0","0","0"
"The City Of Evansville, Indiana By And Through Its; ","Government","0","0","0","0","1"
"JACOB DAY REAL ESTATE, LLC.;","Misc","0","0","0","1","0"
"Cold Spring Manor Apartments; Covington Square Apartments; ","Misc","0","0","1","0","0"
"MARINERS  VILLAGE  APTS; ","Misc","1","0","0","0","0"
"MDM Properties;","Misc","1","1","3","2","1"
"Farmington Lake Apartments.; Indiana Realty Partners Inc agent/Property Manager for Property Owner; ","Misc","0","0","0","0","1"
"American Homes 4 Rent Properties Te                         ;","Misc","0","0","0","0","2"
"Daniel J Stout MD Digestive Health Center; IMC Credit Services LLC Assignee of Cardiothoracic Anesthesia of Indiana PC;","Medical","0","0","1","0","0"
"B&amp;B Properties;","Misc","6","1","9","17","11"
"Barton Farms Apartments By                          ;","Misc","0","1","0","0","0"
"Historic Marcy Village by Collection Assignee Cardinal Accounts; ","Misc","4","0","0","0","0"
"Sto Meier Properties;","Misc","0","1","0","0","0"
"Pelican Properties Services; Snyder;","Misc","0","1","0","0","0"
"Madison Villiage Apartment; ","Misc","0","1","0","0","0"
"Dorfman Property Management; Home Sweet Homes; ","Misc","1","0","0","0","0"
"Fox Hill Apartments/Equity Property Management, LLC; ","Misc","0","0","0","0","1"
"Marion Green Apartment Community;","Misc","0","3","3","3","7"
"William Staruszkiewiez DBA Wilstar Properties; ","Misc","0","0","0","0","1"
"FLAHERTY COLLINS PROPERTIES as manageing agent for PINEWOOD VILLAGE APTS; ","Misc","2","3","0","0","0"
"Hensel Properties;","Misc","0","0","1","0","0"
"Robert P Ellison Ellison Properties, LLC;","Misc","0","0","0","0","1"
"Westminister Village Greenwood Inc                          ; ","Misc","0","0","0","1","1"
"Mad Anthony Property Management LLC;","Misc","0","0","0","0","2"
"Pebble Point Apartments; ","Misc","0","10","22","1","2"
"C &amp; M Properties;","Misc","0","0","2","0","3"
"Complete Real Estate Solutions; ","Misc","3","3","34","14","4"
"Silver Property Management, Inc                          ;","Misc","0","0","1","0","0"
"TRINITY REAL ESTATE INVESTMENT;","Misc","1","1","1","1","0"
"G &amp; D Investment Properties;","Misc","0","1","0","0","0"
"BSN PROPERTIES; ","Misc","1","0","2","0","0"
"Dublin Glen Apartments;","Misc","1","0","0","0","0"
"City Of Goshen;","Government","8","9","11","0","0"
"Green Richard And Trent; Metro Real Estate Inc;","Misc","47","5","0","0","0"
"Garner Properties and Management; ","Misc","0","0","0","0","23"
"Professional Recovery","Collection Agency","218","196","220","241","209"
"Bluestone property Mgt-Lake Castleton Apts; ","Misc","3","0","0","0","0"
"Flaherty Collins Porperties as managing agent for Westlake Apartments; ","Misc","1","0","0","0","0"
"Cumberland Commons Community                          ;","Misc","12","0","5","8","10"
"Real Estate Network, Inc.; ","Misc","0","0","0","5","4"
"Van  Rody Prop as Agt for Emerson Village Lakes Apts By Coll Assg Cardinal Accts; ","Misc","4","0","0","0","0"
"Friendly Village Of Ind                          ;","Misc","0","1","0","0","0"
"St. Andrew'S Village; ","Misc","0","1","0","0","0"
"Zapphire Properties, LLC; ","Misc","0","0","0","1","0"
"Property Management Services, LLC; ","Misc","0","0","0","0","1"
"Inland Commercial Property Management, Inc.; ","Misc","0","0","0","1","0"
"Silver Property Mgmt Inc/Tekolste; ","Misc","2","0","0","0","0"
"The City Of Indianapolis; ","Government","2","0","0","0","0"
"CAMPUS EAST APARTMENTS;","Misc","0","0","0","0","1"
"Devonshire Apartments By William D                          ;","Misc","0","0","1","0","0"
"Fountain Village HOA, Inc.; ","Misc","0","5","0","0","0"
"Anesthesia Consultants PC; IMC Credit Services Inc; Indiana Physician Management LLC; St Vincent Emergency Physicians Inc;","Medical","1","0","0","0","0"
"BHB Real Estates; ","Misc","1","0","0","0","0"
"Lakewood Lodge Apartments; Madry; ","Misc","0","1","0","0","0"
"Darbro; Woodlake Apartments; ","Misc","0","1","0","0","0"
"Linenburgh Properties, Llc;","Misc","0","0","1","0","0"
"RENAISSANCE PROPERTY MGT; ","Misc","0","1","0","0","0"
"Village Green Mgmt Co mngn Grand Reserve at Geist; ","Misc","0","0","0","1","0"
"Gold Key Properties; Sunflower,RRR,LLC;","Misc","1","0","0","0","0"
"Georgetown Apartments Inc;","Misc","0","1","0","0","0"
"Pelican Property Services;","Misc","0","0","0","0","3"
"Southeastern School Corp.;","Government","50","1","0","0","0"
"SLG PROPERTIES, LLC.;","Misc","0","0","0","1","0"
"Ciege Property Group LLC; ","Misc","2","0","1","0","6"
"Reliable Real Estate Solutions LLC as agent for Jabez Group LLC;","Misc","1","0","0","0","0"
"Connor House Apartments; ","Misc","1","0","0","0","0"
"Austin Village Apartment;","Misc","0","1","0","0","0"
"ADVISORY REAL ESTATE GROUP INC.; ","Misc","0","0","0","0","2"
"RIVERSIDE NORTH APARTMENTS; VARIN PROPERTY MANAGEMENT, LLC; ","Misc","0","1","1","1","0"
"Punum Properties; ","Misc","0","1","0","0","0"
"SUN COMMUNITIES INC.as manageming agent for the owner of WEST GLEN VILLAGE; ","Misc","5","0","0","0","0"
"Brandywine Apartments; CCIN Holdings LLC; ","Misc","1","0","0","0","0"
"R and D Properties; ","Misc","0","0","0","2","0"
"Flamingo Properties LLC; ","Misc","0","0","0","1","1"
"Suncrest Apartments; WE Pebble Point LLC; ","Misc","0","0","0","0","1"
"Herman &amp; Kittle Properties, Inc. as managing agent for the owner of The Enclave at Meridian; ","Misc","0","0","0","0","1"
"Spyglass Apartment; ","Misc","5","0","0","0","0"
"Medical Reimburstment Inc; ","Medical","1","0","0","0","0"
"Steeplechase Apartments, LLC;","Misc","0","0","0","7","0"
"Valco Properties;","Misc","2","2","0","0","0"
"16 Park Apartments; Flaherty &amp; Collins; ","Misc","0","0","2","0","0"
"Haenisch Properties, LLC;","Misc","0","0","2","0","0"
"Canterbury House Apartments BLGTN; Pendragon Properties, Inc.;","Misc","0","0","0","0","4"
"The Meadows Property Owners Assn Inc;","Misc","0","8","7","8","7"
"Hart &amp; Hart Properties, INC.;","Misc","1","5","11","11","15"
"Cambridge Fox Run LP Apartments; ","Misc","0","0","0","14","87"
"Waters Edge Properties;","Misc","0","0","0","2","0"
"National Collegiate Student Loan","Misc Lender","4","169","185","693","672"
"Van Rooy Properties Westminster                          ;","Misc","0","3","0","0","0"
"FFC Properties LLC; ","Misc","1","0","0","0","0"
"La Casa At Arlington Apartments; ","Misc","15","0","2","0","0"
"Bluefield Regional Medical;","Medical","0","0","0","1","0"
"DAS Properties LLC. / David Shihadeh; ","Misc","0","0","0","0","1"
"Quorum Properties LLC;","Misc","0","1","0","0","0"
"TONY POUNDS-GTO PROPERTIES; ","Misc","1","0","0","0","0"
"Madison Cottages;","Misc","15","30","21","27","29"
"Madison Cottage'S;","Misc","1","0","0","0","0"
"Walters Property Rentals;","Misc","0","0","0","0","1"
"Cameron Court Apartments;","Misc","61","42","24","33","25"
"Aspire Real Estate Llcc/O Cliffredding; ","Misc","0","0","1","0","0"
"Je Properties, Llc                          ;","Misc","0","0","2","0","0"
"Island Club of Fort Wayne Apartments, LLC;","Misc","0","0","0","0","3"
"Discover Properties, LLC as managing agent for the owner of Dana Equities, INC.; ","Misc","0","0","0","0","1"
"Barrett &amp; Stokely, Inc. for Braeburn Village Apartments; ","Misc","0","0","12","0","0"
"Waterfront Pointe Apartments; ","Misc","1","0","16","37","38"
"Personal Finance Company","Misc Lender","978","961","1116","1217","1270"
"Precision Property Mgmt Co;","Misc","1","0","0","0","0"
"MISHAWAKA COMMUNITY SCHOOL COR;","Government","15","0","0","0","0"
"HAYWARD APARTMENTS C/O THE REAL ESTATE ALTERNATIVE, LLC; ","Misc","0","1","0","0","0"
"Michigan Apartments; ","Misc","2","20","17","0","0"
"SGC Properties, LLC;","Misc","0","0","1","0","0"
"S&amp;S Properties, Inc                          ;","Misc","1","0","0","0","0"
"Medical Data Systems Inc; ","Medical","5","1","0","0","0"
"Gilbert Property Group, LLC; Woodlake Apartments; ","Misc","0","0","1","0","0"
"Axiom Property Mgmt mngn Ocean Point Investments, LLC; ","Misc","0","0","0","0","1"
"David Drake Properties, Inc;","Misc","0","1","0","0","0"
"Briergate Apts Dba Fonseca Properties Llc; ","Misc","25","32","0","41","0"
"Harbour Pointe Apartments; ","Misc","32","22","21","22","14"
"CENTURY APARTMENTS; Emerton Place Townhomes; ","Misc","0","0","0","0","1"
"CHD Properties; ","Misc","0","0","0","0","1"
"Preswick Properties, LLC; ","Misc","0","0","0","1","1"
"Hidden Oak Estates Apartments; Runaway Bay Apartments; Statewide Credit Association; ","Misc","0","0","0","1","0"
"The Village At Timber Park;","Misc","0","1","3","0","2"
"SCARIS MEDICALCORP;","Medical","1","0","0","0","0"
"Indiana Realty Partners, Inc Agent/property manager for Owner; ","Misc","0","0","0","1","0"
"Fort Wayne Pediatrics Pc; Great American Finance Co;","Medical","0","0","0","1","0"
"M. Todd Seif and Ed Maher d/b/a Buckeye Properties; ","Misc","0","0","0","0","1"
"Indy City Property Management; ","Misc","0","5","10","21","0"
"Willlow Glen South Apartments; ","Misc","0","1","0","0","0"
"A Step Up Property Management; Pickett Dba;","Misc","1","0","0","0","0"
"Parkshore Property Owners Association Inc;","Misc","0","14","0","0","0"
"Wilkinson Asset Management as Managing Agent for Bayview Club Apartments; ","Misc","0","0","0","1","8"
"Auburn City Police Department;","Government","45","114","32","0","0"
"Bledsoe Properties;","Misc","0","2","5","0","0"
"CHOATE REALTY &amp; CONSULTING; FISHERMAN'S VILLAGE APARTMENTS; ","Misc","0","1","0","0","0"
"Flaherty &amp; Collins mngn Woods Edge Apartments; ","Misc","0","0","3","0","0"
"The Willows Apartments;","Misc","2","3","0","0","0"
"The Cottages of  Fall Creek by Collection Assignee Cardinal Accounts INC.; The Orchard Apts by Cardinal Accounts collection assignee; ","Misc","0","0","1","0","0"
"Phoenix Manor Lp;","Misc","0","1","1","2","0"
"Renfro Properties Inc.                          ;","Misc","1","0","0","0","0"
"Lr Property Management And Sales                          ;","Misc","0","2","0","0","0"
"SDM Properties; ","Misc","0","2","2","3","6"
"Scheumann Properties Nmn Ii;","Misc","0","0","1","0","0"
"Frankton-Lapel Community Schools;","Government","1","66","30","0","25"
"City Of Scottsburg; U.S Specialty Insurance Co; ","Government","0","0","0","1","0"
"Kingsley Property Management; ","Misc","16","2","5","7","4"
